Host_Prot	Path_Prot	Similarity_Score
UNIPROT_AC:O00338	UNIPROT_AC:P03427	0.09
UNIPROT_AC:C9J395	UNIPROT_AC:P35256	0.0
UNIPROT_AC:Q9UE37	UNIPROT_AC:P17778	0.015
UNIPROT_AC:O94973	UNIPROT_AC:P15682	0.03
UNIPROT_AC:P43243	UNIPROT_AC:P05777	0.09
UNIPROT_AC:P06307	UNIPROT_AC:P05780	0.055
UNIPROT_AC:Q9BRK3	UNIPROT_AC:P03246	0.02
INTACT:EBI-1033611	UNIPROT_AC:Q8ZDF8	0.0
UNIPROT_AC:Q9H6B4	UNIPROT_AC:P36791	0.025
UNIPROT_AC:P49458	UNIPROT_AC:P15682	0.0275
UNIPROT_AC:Q15633	UNIPROT_AC:Q3SBS4	0.17
UNIPROT_AC:O15226	UNIPROT_AC:Q194T2	0.1475
UNIPROT_AC:P53999	UNIPROT_AC:Q89268	0.09
UNIPROT_AC:Q96D96	UNIPROT_AC:P06788	0.0375
UNIPROT_AC:Q8N712	UNIPROT_AC:Q8ZIH1	0.0
UNIPROT_AC:P04431	UNIPROT_AC:Q1K9E3	0.1
UNIPROT_AC:B4DGZ9	UNIPROT_AC:Q81M31	0.0
UNIPROT_AC:Q8BNU0	UNIPROT_AC:P28321	0.05
UNIPROT_AC:O60312	UNIPROT_AC:Q6SWA4	0.04
UNIPROT_AC:O95219	UNIPROT_AC:Q1I2B4	0.04
UNIPROT_AC:O15525	UNIPROT_AC:P0C745	0.0375
UNIPROT_AC:A8MZA4	UNIPROT_AC:P04585	0.0
UNIPROT_AC:Q9UJJ9	UNIPROT_AC:Q8ZJC4	0.035
UNIPROT_AC:Q8BMP4	UNIPROT_AC:Q8AZK7	0.06
UNIPROT_AC:C9JZL6	UNIPROT_AC:P54784	0.105
UNIPROT_AC:P55327	UNIPROT_AC:P06930	0.04
UNIPROT_AC:P06753	UNIPROT_AC:P15682	0.025
UNIPROT_AC:P23991	UNIPROT_AC:Q77Q71	0.03
UNIPROT_AC:Q8N5P1	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q9NUP1	UNIPROT_AC:P03430	0.045
UNIPROT_AC:Q8N3I7	UNIPROT_AC:P04620	0.035
UNIPROT_AC:A0A140T9Q4	UNIPROT_AC:Q7CHI6	0.03
UNIPROT_AC:Q13283	UNIPROT_AC:P03409	0.06
UNIPROT_AC:Q5TBC7	UNIPROT_AC:P05777	0.0325
UNIPROT_AC:P32969	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q6BDS2	UNIPROT_AC:P04585	0.045
UNIPROT_AC:P31153	UNIPROT_AC:P15659	0.08
UNIPROT_AC:Q8TE77	UNIPROT_AC:P68978	0.045
UNIPROT_AC:P82933	UNIPROT_AC:P15682	0.0425
UNIPROT_AC:P50616	UNIPROT_AC:P06930	0.055
UNIPROT_AC:Q96D70	UNIPROT_AC:P06921	0.0475
UNIPROT_AC:A0A0X7YTU0	UNIPROT_AC:Q5NE82	0.045
UNIPROT_AC:Q9Y5Z9	UNIPROT_AC:Q194T2	0.04
UNIPROT_AC:Q7Y6V6	UNIPROT_AC:Q3KSV2	0.04
UNIPROT_AC:A0A0E3DDB9	UNIPROT_AC:Q7CL98	0.035
UNIPROT_AC:Q13616	UNIPROT_AC:P07834	0.27
UNIPROT_AC:H6A2F7	UNIPROT_AC:Q7CGY5	0.03
UNIPROT_AC:Q9BZG5	UNIPROT_AC:P40217	0.085
UNIPROT_AC:Q9UNE7	UNIPROT_AC:P32502	0.12
UNIPROT_AC:Q96AG4	UNIPROT_AC:P04544	0.025
UNIPROT_AC:P0C879	UNIPROT_AC:P06429	0.0
UNIPROT_AC:Q06323	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q15517	UNIPROT_AC:P04544	0.04
UNIPROT_AC:P04406	UNIPROT_AC:P03454	0.045
UNIPROT_AC:Q6ZQN5	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q9Y679	UNIPROT_AC:P06427	0.045
UNIPROT_AC:Q00839	UNIPROT_AC:P05777	0.0675
UNIPROT_AC:Q9P0W8	UNIPROT_AC:P0CK48	0.02
UNIPROT_AC:P06536	UNIPROT_AC:P15108	0.11
UNIPROT_AC:P35606	UNIPROT_AC:Q12211	0.04
UNIPROT_AC:Q5T6F0	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:A4D161	UNIPROT_AC:Q20MD4	0.0
UNIPROT_AC:A0A0A7C4B4	UNIPROT_AC:Q8CZY7	0.02
UNIPROT_AC:P15336	UNIPROT_AC:P14079	0.15
UNIPROT_AC:P35398	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q13641	UNIPROT_AC:Q82506	0.055
UNIPROT_AC:O95817	UNIPROT_AC:P0CK50	0.01
UNIPROT_AC:O89033	UNIPROT_AC:P03129	0.095
UNIPROT_AC:Q9UG01	UNIPROT_AC:Q81ZE3	0.05
UNIPROT_AC:Q9H0R1	UNIPROT_AC:Q82506	0.025
UNIPROT_AC:Q923Y3	UNIPROT_AC:P0C797	0.0225
UNIPROT_AC:Q9UBC5	UNIPROT_AC:Q3SBS5	0.04
UNIPROT_AC:P17980	UNIPROT_AC:P06463	0.1675
UNIPROT_AC:B1AHQ8	UNIPROT_AC:Q89268	0.0
UNIPROT_AC:Q4VHE5	UNIPROT_AC:P47041	0.0225
UNIPROT_AC:Q6IAA8	UNIPROT_AC:P0CK49	0.01
UNIPROT_AC:O60885	UNIPROT_AC:P06921	0.12
UNIPROT_AC:P04259	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q9UHR4	UNIPROT_AC:Q7DB77	0.025
UNIPROT_AC:Q01484	UNIPROT_AC:P03454	0.06
UNIPROT_AC:B4DF65	UNIPROT_AC:P38868	0.02
UNIPROT_AC:B4DW37	UNIPROT_AC:Q8ZBZ9	0.0175
UNIPROT_AC:P53370	UNIPROT_AC:P03470	0.02
UNIPROT_AC:Q13885	UNIPROT_AC:P03129	0.0425
UNIPROT_AC:J7K6P8	UNIPROT_AC:P32578	0.04
UNIPROT_AC:Q9BWF2	UNIPROT_AC:P06932	0.0675
UNIPROT_AC:Q8BHT6	UNIPROT_AC:P03129	0.03
UNIPROT_AC:P14555	UNIPROT_AC:P03227	0.05
UNIPROT_AC:Q8N4C7	UNIPROT_AC:P25635	0.08
UNIPROT_AC:Q9Y2D1	UNIPROT_AC:Q9WMX2	0.06
UNIPROT_AC:P30153	UNIPROT_AC:P03070	0.135
UNIPROT_AC:Q96SQ7	UNIPROT_AC:P04492	0.05
UNIPROT_AC:Q9LY09	UNIPROT_AC:P52231	0.0475
UNIPROT_AC:Q8N726	UNIPROT_AC:Q1HVI8	0.1075
UNIPROT_AC:Q8TBR5	UNIPROT_AC:P63231	0.0
UNIPROT_AC:Q9BXS9	UNIPROT_AC:Q0HD54	0.115
UNIPROT_AC:P02798	UNIPROT_AC:P03129	0.1
UNIPROT_AC:B7Z499	UNIPROT_AC:P24814	0.09
UNIPROT_AC:Q14139	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q96MW5	UNIPROT_AC:Q0A2H1	0.025
UNIPROT_AC:Q8NI27	UNIPROT_AC:P05780	0.0525
UNIPROT_AC:Q6NXT2	UNIPROT_AC:P35256	0.025
UNIPROT_AC:Q8N9P0	UNIPROT_AC:P03317	0.0
UNIPROT_AC:Q86W54	UNIPROT_AC:Q9WMX2	0.0375
UNIPROT_AC:Q05086	UNIPROT_AC:Q77E16	0.0175
UNIPROT_AC:P62333	UNIPROT_AC:P05777	0.0675
UNIPROT_AC:Q9Y4F1	UNIPROT_AC:Q1HVF7	0.0625
UNIPROT_AC:Q9UPM9	UNIPROT_AC:P24835	0.045
UNIPROT_AC:A0A096LNP3	UNIPROT_AC:P36817	0.0
UNIPROT_AC:P61952	UNIPROT_AC:P03430	0.0525
UNIPROT_AC:Q96MT0	UNIPROT_AC:P03427	0.0
UNIPROT_AC:P46531	UNIPROT_AC:Q8ZJJ7	0.165
UNIPROT_AC:P60605	UNIPROT_AC:Q08109	0.255
UNIPROT_AC:Q9ULW0	UNIPROT_AC:Q1H8W6	0.03
UNIPROT_AC:Q8N9L1	UNIPROT_AC:P0C6Z1	0.01
UNIPROT_AC:L7RSL8	UNIPROT_AC:Q2FZB8	0.09
UNIPROT_AC:A0A0A7C6X3	UNIPROT_AC:Q81JX0	0.015
UNIPROT_AC:O43542	UNIPROT_AC:Q8ZAN0	0.0825
UNIPROT_AC:P56706	UNIPROT_AC:P03427	0.065
UNIPROT_AC:A0A0G2R188	UNIPROT_AC:Q2FZB8	0.0175
UNIPROT_AC:O60841	UNIPROT_AC:P15682	0.04
UNIPROT_AC:P62899	UNIPROT_AC:P06788	0.06
UNIPROT_AC:Q8IWI9	UNIPROT_AC:P04015	0.14
UNIPROT_AC:Q9UL40	UNIPROT_AC:P03431	0.0525
UNIPROT_AC:A0A024R583	UNIPROT_AC:P11747	0.0
UNIPROT_AC:P21675	UNIPROT_AC:P23255	0.22
UNIPROT_AC:P78423	UNIPROT_AC:P24766	0.1725
UNIPROT_AC:A0A060VHI5	UNIPROT_AC:Q7CIY7	0.03
UNIPROT_AC:Q16654	UNIPROT_AC:P0C739	0.0725
UNIPROT_AC:A0A024R7V6	UNIPROT_AC:Q81VV7	0.135
UNIPROT_AC:P40200	UNIPROT_AC:Q81U22	0.0225
UNIPROT_AC:P30989	UNIPROT_AC:P06921	0.045
UNIPROT_AC:O75593	UNIPROT_AC:Q85406	0.01
UNIPROT_AC:Q04637	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q7L2H7	UNIPROT_AC:P15682	0.035
UNIPROT_AC:H9TV74	UNIPROT_AC:P38732	0.03
UNIPROT_AC:Q96QH2	UNIPROT_AC:P03454	0.035
UNIPROT_AC:P06748	UNIPROT_AC:Q5NFK7	0.07
UNIPROT_AC:Q8IZL9	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q13790	UNIPROT_AC:P08393	0.03
UNIPROT_AC:F8W737	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q8IZH2	UNIPROT_AC:Q9ZFR9	0.105
UNIPROT_AC:Q6ZU82	UNIPROT_AC:P04601	0.045
UNIPROT_AC:Q15393	UNIPROT_AC:P04608	0.155
UNIPROT_AC:L8EAJ9	UNIPROT_AC:P39875	0.0
UNIPROT_AC:Q9BZH8	UNIPROT_AC:Q5NHX0	0.0
UNIPROT_AC:Q96FJ2	UNIPROT_AC:P0C206	0.0375
UNIPROT_AC:Q8VGQ7	UNIPROT_AC:Q77YF9	0.0225
UNIPROT_AC:A0A0U5IHR8	UNIPROT_AC:Q9QLP4	0.03
UNIPROT_AC:P14618	UNIPROT_AC:Q0WJY2	0.0825
UNIPROT_AC:Q6PI77	UNIPROT_AC:P03508	0.03
UNIPROT_AC:Q6S8J7	UNIPROT_AC:P04620	0.0
UNIPROT_AC:P0C7V4	UNIPROT_AC:P03430	0.0
UNIPROT_AC:Q86YV0	UNIPROT_AC:Q82506	0.1025
UNIPROT_AC:Q5SRH9	UNIPROT_AC:P03454	0.0
UNIPROT_AC:Q9BW27	UNIPROT_AC:P05780	0.105
UNIPROT_AC:P12004	UNIPROT_AC:P05780	0.045
UNIPROT_AC:Q02218	UNIPROT_AC:Q81S48	0.085
UNIPROT_AC:Q9Y2J4	UNIPROT_AC:P53129	0.0775
UNIPROT_AC:Q9BSN7	UNIPROT_AC:P04608	0.0375
UNIPROT_AC:O00634	UNIPROT_AC:P36827	0.05
UNIPROT_AC:Q8IZV2	UNIPROT_AC:F5HF68	0.025
UNIPROT_AC:Q6P0N0	UNIPROT_AC:P03129	0.075
UNIPROT_AC:Q96SA4	UNIPROT_AC:P06827	0.0275
UNIPROT_AC:O94911	UNIPROT_AC:Q20MD1	0.025
UNIPROT_AC:Q6UN15	UNIPROT_AC:P36827	0.115
UNIPROT_AC:A8K830	UNIPROT_AC:P14335	0.01
UNIPROT_AC:Q9Y238	UNIPROT_AC:P03470	0.0225
UNIPROT_AC:P52815	UNIPROT_AC:P15682	0.035
UNIPROT_AC:Q6P1W5	UNIPROT_AC:P03428	0.025
UNIPROT_AC:O15245	UNIPROT_AC:P03496	0.1375
UNIPROT_AC:Q92917	UNIPROT_AC:P13285	0.035
UNIPROT_AC:Q86W50	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q9H4B6	UNIPROT_AC:Q7CHK4	0.0325
UNIPROT_AC:G3M8K8	UNIPROT_AC:P26053	0.025
UNIPROT_AC:P45880	UNIPROT_AC:P03470	0.03
UNIPROT_AC:P24001	UNIPROT_AC:Q8CLP9	0.0275
UNIPROT_AC:Q8NGN3	UNIPROT_AC:Q77UU1	0.03
UNIPROT_AC:G9I2N6	UNIPROT_AC:Q5NFR9	0.03
UNIPROT_AC:P50053	UNIPROT_AC:O36551	0.01
UNIPROT_AC:Q14671	UNIPROT_AC:P06930	0.0725
UNIPROT_AC:P47897	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P06314	UNIPROT_AC:Q69140	0.075
UNIPROT_AC:Q29949	UNIPROT_AC:P40581	0.0
UNIPROT_AC:I3L2N7	UNIPROT_AC:P38340	0.01
UNIPROT_AC:A0A0B7NRY9	UNIPROT_AC:Q81KK6	0.03
UNIPROT_AC:A6NI15	UNIPROT_AC:P13285	0.035
UNIPROT_AC:P05142	UNIPROT_AC:P69721	0.02
UNIPROT_AC:P28066	UNIPROT_AC:Q1HVJ2	0.04
UNIPROT_AC:A1L453	UNIPROT_AC:P03430	0.115
UNIPROT_AC:P06536	UNIPROT_AC:P25491	0.09
UNIPROT_AC:P51948	UNIPROT_AC:H9XIJ5	0.1525
UNIPROT_AC:B7ZLP8	UNIPROT_AC:Q89733	0.015
UNIPROT_AC:Q9NVU7	UNIPROT_AC:Q81KT8	0.1
UNIPROT_AC:P51114	UNIPROT_AC:P05777	0.0625
UNIPROT_AC:P49368	UNIPROT_AC:Q89268	0.09
UNIPROT_AC:P46977	UNIPROT_AC:Q7CIL8	0.11
UNIPROT_AC:P31249	UNIPROT_AC:P39682	0.11
UNIPROT_AC:Q9H3H1	UNIPROT_AC:Q9WB91	0.04
UNIPROT_AC:A0A0E3DD85	UNIPROT_AC:Q9HDZ3	0.04
UNIPROT_AC:Q92843	UNIPROT_AC:P59635	0.025
UNIPROT_AC:P18509	UNIPROT_AC:P03225	0.01
UNIPROT_AC:P45381	UNIPROT_AC:P12504	0.025
UNIPROT_AC:A0A0B4RUS7	UNIPROT_AC:Q7CGD9	0.01
UNIPROT_AC:O75795	UNIPROT_AC:Q9QAH9	0.01
UNIPROT_AC:B1AK76	UNIPROT_AC:Q05127	0.0
UNIPROT_AC:D6CIE7	UNIPROT_AC:Q74RZ6	0.035
UNIPROT_AC:Q96CV9	UNIPROT_AC:P40454	0.1
UNIPROT_AC:P06733	UNIPROT_AC:Q81SI0	0.05
UNIPROT_AC:Q8IW40	UNIPROT_AC:Q2HR85	0.01
UNIPROT_AC:O60725	UNIPROT_AC:P03182	0.03
UNIPROT_AC:C9J2C0	UNIPROT_AC:P58411	0.03
UNIPROT_AC:Q6DN03	UNIPROT_AC:Q20MH0	0.02
UNIPROT_AC:P51659	UNIPROT_AC:Q2KRY6	0.1125
UNIPROT_AC:Q8N9N8	UNIPROT_AC:Q1HVJ2	0.02
UNIPROT_AC:P60953	UNIPROT_AC:Q5NGV7	0.065
UNIPROT_AC:P07148	UNIPROT_AC:P03470	0.03
UNIPROT_AC:A0A075B702	UNIPROT_AC:Q8ZC49	0.0
UNIPROT_AC:W8W138	UNIPROT_AC:P50102	0.1925
UNIPROT_AC:H7BZ15	UNIPROT_AC:O56264	0.01
UNIPROT_AC:A0A0R4J2E4	UNIPROT_AC:P38340	0.0
UNIPROT_AC:Q5VZ19	UNIPROT_AC:P12504	0.085
UNIPROT_AC:Q13798	UNIPROT_AC:Q7CIX9	0.03
UNIPROT_AC:Q9JM73	UNIPROT_AC:Q77YF9	0.035
UNIPROT_AC:P0CG48	UNIPROT_AC:P26786	0.09
UNIPROT_AC:Q4VAX0	UNIPROT_AC:Q81ST3	0.0
UNIPROT_AC:Q9ZVN9	UNIPROT_AC:P06839	0.1675
UNIPROT_AC:H3BM17	UNIPROT_AC:Q81JL0	0.0
UNIPROT_AC:Q658L4	UNIPROT_AC:Q8ZHI8	0.0
UNIPROT_AC:P27824	UNIPROT_AC:Q2HRC7	0.055
UNIPROT_AC:P14618	UNIPROT_AC:P06428	0.065
UNIPROT_AC:Q58F24	UNIPROT_AC:O56264	0.025
UNIPROT_AC:Q07075	UNIPROT_AC:Q81JL0	0.045
UNIPROT_AC:Q5FWF6	UNIPROT_AC:P03470	0.035
UNIPROT_AC:Q5QJE6	UNIPROT_AC:Q88489	0.06
UNIPROT_AC:Q96QE5	UNIPROT_AC:Q77UU1	0.165
UNIPROT_AC:Q8N554	UNIPROT_AC:P0C6Z9	0.01
UNIPROT_AC:Q08AJ1	UNIPROT_AC:P19524	0.0
UNIPROT_AC:O14657	UNIPROT_AC:Q2HRB6	0.0825
UNIPROT_AC:Q96F44	UNIPROT_AC:P06463	0.2125
UNIPROT_AC:Q8IW36	UNIPROT_AC:P03430	0.04
UNIPROT_AC:Q15998	UNIPROT_AC:P36019	0.0
UNIPROT_AC:P62847	UNIPROT_AC:P04487	0.115
UNIPROT_AC:Q7TN02	UNIPROT_AC:P03129	0.1
UNIPROT_AC:C3VPR7	UNIPROT_AC:P15682	0.065
UNIPROT_AC:Q3ZAU7	UNIPROT_AC:Q6UK10	0.02
UNIPROT_AC:Q14103	UNIPROT_AC:P03430	0.135
UNIPROT_AC:P20226	UNIPROT_AC:P24830	0.195
UNIPROT_AC:P0C7T4	UNIPROT_AC:P03454	0.0
UNIPROT_AC:Q8N3J2	UNIPROT_AC:P04578	0.0425
UNIPROT_AC:P05412	UNIPROT_AC:P35958	0.025
UNIPROT_AC:Q4G1C9	UNIPROT_AC:Q89268	0.01
UNIPROT_AC:Q0KK56	UNIPROT_AC:P27958	0.0
UNIPROT_AC:J3QLB7	UNIPROT_AC:Q08214	0.01
UNIPROT_AC:P06733	UNIPROT_AC:P36799	0.155
UNIPROT_AC:P03973	UNIPROT_AC:P06428	0.035
UNIPROT_AC:Q6ZNH5	UNIPROT_AC:P04590	0.0675
UNIPROT_AC:Q505G8	UNIPROT_AC:Q8AZK7	0.055
UNIPROT_AC:P21754	UNIPROT_AC:Q89268	0.055
UNIPROT_AC:P54105	UNIPROT_AC:Q1I2B5	0.0225
UNIPROT_AC:P49459	UNIPROT_AC:P03186	0.075
UNIPROT_AC:Q6PJ69	UNIPROT_AC:P03470	0.065
UNIPROT_AC:P62979	UNIPROT_AC:P36801	0.13
UNIPROT_AC:P01011	UNIPROT_AC:Q06389	0.0625
UNIPROT_AC:Q9NS66	UNIPROT_AC:P24835	0.045
UNIPROT_AC:Q9H3U1	UNIPROT_AC:P04585	0.045
UNIPROT_AC:Q68G74	UNIPROT_AC:P04601	0.06
UNIPROT_AC:Q86VI1	UNIPROT_AC:P05780	0.035
UNIPROT_AC:Q8WW33	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q99698	UNIPROT_AC:Q77UU1	0.05
UNIPROT_AC:E0YTL8	UNIPROT_AC:Q81TT4	0.0425
UNIPROT_AC:Q14596	UNIPROT_AC:P38182	0.11
UNIPROT_AC:B3KXZ4	UNIPROT_AC:Q7CIZ0	0.09
UNIPROT_AC:Q1MSJ5	UNIPROT_AC:P06428	0.03
UNIPROT_AC:Q15043	UNIPROT_AC:P06932	0.045
UNIPROT_AC:E9PMP7	UNIPROT_AC:Q81N92	0.0
UNIPROT_AC:O46036	UNIPROT_AC:P03255	0.12
UNIPROT_AC:Q15370	UNIPROT_AC:Q84940	0.075
UNIPROT_AC:Q9LQQ4	UNIPROT_AC:P16666	0.025
UNIPROT_AC:Q9BUL9	UNIPROT_AC:P05777	0.045
UNIPROT_AC:P19474	UNIPROT_AC:P03454	0.03
UNIPROT_AC:D6PZZ5	UNIPROT_AC:Q7CGI0	0.03
UNIPROT_AC:P59240	UNIPROT_AC:P27958	0.055
UNIPROT_AC:A0A0S2Z4V9	UNIPROT_AC:Q7CJE4	0.0275
UNIPROT_AC:Q8N6Y0	UNIPROT_AC:P40014	0.045
UNIPROT_AC:P02462	UNIPROT_AC:Q8ZD36	0.055
UNIPROT_AC:Q62991	UNIPROT_AC:Q6UK10	0.08
UNIPROT_AC:P0CH99	UNIPROT_AC:D1LN35	0.075
UNIPROT_AC:Q5BKZ1	UNIPROT_AC:Q7CIZ0	0.17
UNIPROT_AC:Q8NH18	UNIPROT_AC:P04544	0.075
UNIPROT_AC:Q9UNU6	UNIPROT_AC:P03211	0.045
UNIPROT_AC:Q14191	UNIPROT_AC:Q03833	0.15
UNIPROT_AC:Q5EBG6	UNIPROT_AC:P27958	0.1575
UNIPROT_AC:Q3MII6	UNIPROT_AC:P36778	0.05
UNIPROT_AC:P04150	UNIPROT_AC:P02829	0.105
UNIPROT_AC:A2VC08	UNIPROT_AC:Q7CG44	0.03
UNIPROT_AC:A0A142J265	UNIPROT_AC:P36817	0.0275
UNIPROT_AC:O60729	UNIPROT_AC:P03254	0.08
UNIPROT_AC:Q9UBQ7	UNIPROT_AC:P24835	0.05
UNIPROT_AC:O75116	UNIPROT_AC:Q69119	0.035
UNIPROT_AC:P09651	UNIPROT_AC:Q05127	0.2
UNIPROT_AC:Q8NC51	UNIPROT_AC:P05777	0.055
UNIPROT_AC:P38398	UNIPROT_AC:Q06623	0.185
UNIPROT_AC:P70670	UNIPROT_AC:P27958	0.1075
UNIPROT_AC:Q5FWH7	UNIPROT_AC:P03122	0.045
UNIPROT_AC:E9PJS7	UNIPROT_AC:Q01454	0.01
UNIPROT_AC:O15033	UNIPROT_AC:Q8ZFX8	0.1075
UNIPROT_AC:Q8N163	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q6FI13	UNIPROT_AC:Q05127	0.1
UNIPROT_AC:M4Q000	UNIPROT_AC:Q81W18	0.1925
UNIPROT_AC:Q9P0V3	UNIPROT_AC:B9UPF3	0.0475
UNIPROT_AC:P27449	UNIPROT_AC:P0CK45	0.06
UNIPROT_AC:Q5JVS8	UNIPROT_AC:P43601	0.04
UNIPROT_AC:P61077	UNIPROT_AC:P26783	0.115
UNIPROT_AC:P31358	UNIPROT_AC:Q0A2H1	0.025
UNIPROT_AC:P84077	UNIPROT_AC:P04601	0.09
UNIPROT_AC:Q4V339	UNIPROT_AC:P15059	0.015
UNIPROT_AC:P18146	UNIPROT_AC:P04608	0.175
UNIPROT_AC:Q09161	UNIPROT_AC:P03470	0.03
UNIPROT_AC:P61328	UNIPROT_AC:P15659	0.075
UNIPROT_AC:P84243	UNIPROT_AC:P15059	0.06
UNIPROT_AC:Q6B0K9	UNIPROT_AC:B9UPF3	0.01
UNIPROT_AC:Q9BYR3	UNIPROT_AC:P04585	0.055
UNIPROT_AC:P50613	UNIPROT_AC:P04608	0.105
UNIPROT_AC:Q9NUL3	UNIPROT_AC:Q1I2B3	0.025
UNIPROT_AC:P11216	UNIPROT_AC:P06930	0.035
UNIPROT_AC:Q9Y478	UNIPROT_AC:P12904	0.15
UNIPROT_AC:Q13077	UNIPROT_AC:P03227	0.045
UNIPROT_AC:Q96KN7-4	UNIPROT_AC:P29461	0.035
UNIPROT_AC:O43929	UNIPROT_AC:P04608	0.105
UNIPROT_AC:P06576	UNIPROT_AC:P04544	0.11
UNIPROT_AC:Q8NDM7	UNIPROT_AC:P03470	0.01
UNIPROT_AC:Q8TCQ1	UNIPROT_AC:P03211	0.04
INTACT:EBI-11523568	UNIPROT_AC:P17214	0.0
UNIPROT_AC:Q9BZX4	UNIPROT_AC:P03317	0.04
UNIPROT_AC:P00403	UNIPROT_AC:P06929	0.0475
UNIPROT_AC:Q99879	UNIPROT_AC:P04487	0.04
UNIPROT_AC:P19525	UNIPROT_AC:P04608	0.1825
UNIPROT_AC:P16444	UNIPROT_AC:P04487	0.0875
UNIPROT_AC:P49023	UNIPROT_AC:P03225	0.01
UNIPROT_AC:B5MCA9	UNIPROT_AC:Q81XT3	0.01
UNIPROT_AC:Q6YHU6	UNIPROT_AC:P03070	0.045
UNIPROT_AC:Q9BXP2	UNIPROT_AC:P03430	0.045
UNIPROT_AC:Q80ZJ8	UNIPROT_AC:P03129	0.075
UNIPROT_AC:Q9Y6J0	UNIPROT_AC:Q9WMX2	0.06
UNIPROT_AC:Q6ISS4	UNIPROT_AC:Q05322	0.025
UNIPROT_AC:P20226	UNIPROT_AC:P04015	0.195
UNIPROT_AC:Q16864	UNIPROT_AC:P0CK49	0.02
UNIPROT_AC:O94768	UNIPROT_AC:Q98157	0.035
UNIPROT_AC:P51811	UNIPROT_AC:Q1HVI8	0.045
UNIPROT_AC:M0R276	UNIPROT_AC:P06422	0.0
UNIPROT_AC:Q8IYF3-3	UNIPROT_AC:P87108	0.0875
UNIPROT_AC:A2NFR5	UNIPROT_AC:P40454	0.0
UNIPROT_AC:P08758	UNIPROT_AC:Q81WK3	0.08
UNIPROT_AC:Q9HA65	UNIPROT_AC:P0C739	0.035
UNIPROT_AC:Q9P1C3	UNIPROT_AC:P03470	0.01
UNIPROT_AC:Q8WZ26	UNIPROT_AC:B4URE8	0.0
UNIPROT_AC:Q01780	UNIPROT_AC:Q7CHZ0	0.075
UNIPROT_AC:Q8N806	UNIPROT_AC:P04608	0.1
UNIPROT_AC:O75942	UNIPROT_AC:P02293	0.0425
UNIPROT_AC:Q92890	UNIPROT_AC:Q81Z00	0.03
UNIPROT_AC:Q12906	UNIPROT_AC:Q3SBS4	0.2075
UNIPROT_AC:P12018	UNIPROT_AC:P06921	0.03
UNIPROT_AC:A8MUH7	UNIPROT_AC:P04585	0.0
UNIPROT_AC:Q13368	UNIPROT_AC:Q6QDQ4	0.01
UNIPROT_AC:Q9HCU5	UNIPROT_AC:P0C6Z1	0.06
UNIPROT_AC:M0QYT8	UNIPROT_AC:Q81Z98	0.0
UNIPROT_AC:D4ACP2	UNIPROT_AC:P03070	0.01
UNIPROT_AC:P05408	UNIPROT_AC:P03470	0.03
INTACT:EBI-11522976	UNIPROT_AC:P42937	0.0
UNIPROT_AC:Q16539	UNIPROT_AC:Q8ZBC2	0.09
UNIPROT_AC:P28290	UNIPROT_AC:Q81VT3	0.0475
UNIPROT_AC:Q99755	UNIPROT_AC:P03177	0.155
UNIPROT_AC:Q96BD5	UNIPROT_AC:Q81W25	0.095
UNIPROT_AC:O15127	UNIPROT_AC:Q5NEB3	0.095
UNIPROT_AC:Q86V71	UNIPROT_AC:P05777	0.0425
UNIPROT_AC:Q9HCM9-2	UNIPROT_AC:P15732	0.07
UNIPROT_AC:P46934	UNIPROT_AC:P69722	0.0325
UNIPROT_AC:Q16531	UNIPROT_AC:P05780	0.045
UNIPROT_AC:Q69CM7	UNIPROT_AC:P03070	0.045
UNIPROT_AC:Q2LD37	UNIPROT_AC:Q9DLK6	0.0275
UNIPROT_AC:A0A024QZ35	UNIPROT_AC:P41817	0.0
UNIPROT_AC:Q6ZMQ8	UNIPROT_AC:P04620	0.03
UNIPROT_AC:Q8TE57	UNIPROT_AC:Q194T2	0.115
UNIPROT_AC:O75596	UNIPROT_AC:P06428	0.03
UNIPROT_AC:P04792	UNIPROT_AC:P03427	0.1675
UNIPROT_AC:O00264	UNIPROT_AC:P04578	0.045
UNIPROT_AC:Q9UKM9	UNIPROT_AC:P03430	0.095
UNIPROT_AC:X5C9T0	UNIPROT_AC:P32263	0.03
UNIPROT_AC:Q8IYB0	UNIPROT_AC:P04608	0.0
UNIPROT_AC:Q6ZWI9	UNIPROT_AC:D1LN35	0.025
UNIPROT_AC:Q6P4A8	UNIPROT_AC:Q8D1P6	0.03
